username,tanggal_ulasan,komentar,processed_komentar,Polarity Score,Sentimen
Winny Perwithosuci,2 tahun lalu,Pertama kalinya dine in di Sushi Tei Yk. So far pelayanan nya bagus. Pegawai ramah dan cekatan. Tp waktu kesana pas cuaca lg panas panas nya. Alhasil ruangan nya ikut sedikit panas. Padahal ac sudah nyala. Soal rasa tidak diragukan lagi lah yaaa. Will be there again soon!,kali dine in sushi tei yk so far layan nya bagus pegawai ramah cekat tp kesana pas cuaca lg panas panas nya alhasil ruang nya panas ac nyala ragu yaaa will be there again soon,1,Positif
Lord's Servant,2 tahun lalu,"Awalnya cuman mau coba tempat makan baru di Jogja, tempatnya biasa aja, ga fancy2 bgt. Cuman harganya terlalu mahal buat makanan yg secara pribadi rasanya biasa aja, ya mirip sama sushi2 pada umumnya, cuman lebih komplit aja sih pilihannya. …",cuman coba makan jogja tempat aja ga fancy bgt cuman harga mahal makan yg pribadi aja ya sushi cuman komplit aja sih pilih,7,Positif
kezia yesika,2 tahun lalu,enak,enak,1,Positif
Lintang Dewi P,2 tahun lalu,"Satu-satunya Sushi Tei di kota, dan tempat ini sangat ramai tetapi stafnya masih ramah dan membantu …",satu sushi tei kota ramai staf ramah bantu,0,Netral
Pandu Eka Prayoga,2 tahun lalu,"Selalu puas makan di resto sushi satu ini.. buat saya yg belum pernah tinggal di Jepang, rasa sushinya kuanggap otentik banget. Hampir semua menu saya suka..hahaha. Paling favorit sama sashimi salmon series, unagi series, salmon head …",puas makan resto sushi yg tinggal jepang sushinya anggap otentik banget menu suka hahaha favorit sashimi salmon series unagi series salmon head,5,Positif
Dade Atman,2 tahun lalu,"Puas deh mkn disini, ada harga ada rupa sih
Kl lg pengen manjain diri ya kesini aja 😊 …",puas deh mkn harga rupa sih kl lg ken manjain ya kesini aja,15,Positif
Fiko B,2 tahun lalu,menyukai tempat ini.,suka,2,Positif
Deky Hapsoro Aji Santoso,2 tahun lalu,Respon dan pengiriman cepat hari ini. Bahkan lebih cepat dari hari biasa meskipun hari ini Sushi Tei sudah terisi penuh. Kami berada di daftar ke-4. Sangat bagus 👍 …,respon kirim cepat cepat sushi tei isi penuh daftar bagus,-3,Negatif
Sasongko Solo,2 tahun lalu,"Tempat nyaman, makanam eennnaaaakkkk",nyaman makanam eennnaaaakkkk,4,Positif
Bagas Alqadri,2 tahun lalu,Tempat yang sangat bagus dan restoran sushi jepang terbaik di Jogja,bagus restoran sushi jepang baik jogja,-4,Negatif
Luklu Rachmawati,2 tahun lalu,"Gak perlu komen lah,so far,it's the best sushi in town",gak komen so far it s the best sushi in town,0,Netral
Mariska Lutfiah A,2 tahun lalu,"Waktu penyajian makanannya cepat. Porsi makanannya juga lebih banyak dibanding cabang kota lain. Tempatnya sendiri, tidak gabung dengan mall. Ada beberapa lantai dan ada private room. Tetapi untuk anda yang mungkin gampang berkeringat saat makan, ruang kaca agak sedikit kurang dingin.",saji makan cepat porsi makan banding cabang kota tempat gabung mall lantai private room gampang keringat makan ruang kaca dingin,-1,Negatif
Christian Hartanto,2 tahun lalu,Memang tempat buaht makan sushi yg enak. Tp kl menu lain ramen/udon/don rasa dibawah rata-rata.,buaht makan sushi yg enak tp kl menu ramen udon don bawah,1,Positif
Bayu Samodra,2 tahun lalu,"Salah satu tempat makan favorit, lokasi strategis, lantai 1 dan 2 untuk tempat makan, lantai 3 untuk mushola. Rasa dan pelayanan memuaskan.",salah makan favorit lokasi strategis lantai makan lantai mushola layan muas,1,Positif
Antonius Istiono,2 tahun lalu,Suka sekali....,suka,2,Positif
anindita dhyaksa,2 tahun lalu,"lambat diminta revill minuman ampe 4x minta ke pelayannya,
Jng remehkan pelanggan yaa... walaupun dg costum yg sederhana...",lambat revill minum ampe x layan jng remeh langgan yaa dg costum yg sederhana,-3,Negatif
r dewi,2 tahun lalu,Sangat profesional pelayanannya. Makanannya enak sih,profesional layan makan enak sih,1,Positif
Nadafiah Hari Fitri,2 tahun lalu,"enak banget! con belt ataupun menu books, enak semua. tamagoyaki tetap jadi favorit",enak banget con belt menu books enak tamagoyaki favorit,1,Positif
hanna suryandari,2 tahun lalu,"Enak sih, recommended",enak sih recommended,1,Positif
Brenda Kharisma Rahardjo,2 tahun lalu,"Sushi B aja, cenderung anyeb rasanya, makanan lain2nya jg B bgt si mnrtku, menang nama aja",sushi b aja cenderung anyeb makan jg b bgt si mnrtku menang nama aja,-1,Negatif
Pretty Sheikina,2 tahun lalu,"Sushi yg beneran Sushi ini yah. Harga affordable untuk Sushi juga. Variasi makanan beragam, mulai makanan pembuka sampai penutup.",sushi yg beneran sushi yah harga affordable sushi variasi makan agam makan buka tutup,9,Positif
Wrtmh,2 tahun lalu,Suka es krim...,suka es krim,3,Positif
C I,2 tahun lalu,"Enak, sushi tei jogja lbh murah drpd sushi tei di kota lain, cuma nunggu makanannya agak lama",enak sushi tei jogja lbh murah drpd sushi tei kota nunggu makan,2,Positif
A Severina,2 tahun lalu,"Love it... Gak pernah berubah...
Chuka Idakonya emang menu paling juosss... Pokok e josss..
Just a little bit curious tentang wasabi. Sepertinya rasa wasabi nya sedikit …",love it gak ubah chuka idakonya emang menu juosss pokok e josss just a little bit curious wasabi wasabi nya,2,Positif
dwisigit perihhadi,2 tahun lalu,"Kasirnya ga ramah....ga senyum, ngomongnya nggak enak...kayak robot aja....
Mau pesen yang lain dia di tanya ngomongnya sedikit sedikt....ya sudah take away yang ada di menu aja.....saran untuk management, agar pegawainya di training ulang",kasir ga ramah ga senyum ngomongnya nggak enak kayak robot aja sen ngomongnya sedikt ya take away menu aja saran management pegawai training ulang,10,Positif
ade anggita,2 tahun lalu,"Pelayanan ramah, suka aja 😅 …",layan ramah suka aja,5,Positif
Ma'ruf Ridho Syahrofi,2 tahun lalu,Lumayan..,lumayan,-1,Negatif
Ike Marbun,2 tahun lalu,"Sering ke Sushi Tei di beberapa kota seperti Jakarta dan Bali, tapi tiap kesini doang ga ditanyain ada yg lagi ultah atau engga
Dan kemaren kesana pas banget hari ultah dan gaada ditanyain, jadi sebenernya …",sushi tei kota jakarta bal kesini doang ga ditanyain yg ultah engga kemaren kesana pas banget ultah gaada ditanyain sebenernya,-2,Negatif
Laeli Nuraj,2 tahun lalu,"The best sushi in the town. Cinta banget deh sama Sushi Tei. Salmon & green saladnya juara. Sushi ebinya juga, tapi yg pake tofu ga recommended deh ya. Free refill teh ocha sampe kembung. Wkwk. Tempat bersih, toilet bersih, tersedia mushola di lantai 2. Ke sini pas buka puasa, musti nunggu bbrp waktu.",the best sushi in the town cinta banget deh sushi tei salmon green saladnya juara sushi ebi yg pake tofu ga recommended deh ya free refill teh ocha sampe kembung wkwk bersih toilet bersih sedia mushola lantai pas buka puasa musti nunggu bbrp,10,Positif
Tri yulianto,2 tahun lalu,"Rasanya enak, sekarang parkirnya luas. Lumayan rame. Tapi cukup cepat. Tadi waiting list no 7, tapi gk ada 15 menit udah dapet kursi. Beli paket Ramadhan kenyang, sampai dibawa pulang gara2 udah gk muat perutnya.",enak parkir luas lumayan rame cepat waiting list no gk menit udah dapet kursi beli paket ramadhan kenyang bawa pulang gara udah gk muat perut,9,Positif
triwinda nia,2 tahun lalu,"Pelayan baik, rasa makanan cukup enak, tempat nyaman bersih, penyajian makanannya terlalu lama
Pak parkirnya ramah syekali",layan makan enak nyaman bersih saji makan parkir ramah syekali,12,Positif
Lenny Yuniwati,2 tahun lalu,Lezat,lezat,5,Positif
Brigitta Paramita Handoyo,2 tahun lalu,"Ingin mencoba menu selain sushi, kami akhirnya memesan udon, salmon teriyaki don, kulit salmon, dan matcha lava cake sebagai hidangan penutup. Salmon teriyaki don rasanya enak, hidangan sederhana namun menenangkan. Untuk kulit salmon, aku …",coba menu sushi mes udon salmon teriyaki don kulit salmon matcha lava cake hidang tutup salmon teriyaki don enak hidang sederhana tenang kulit salmon,6,Positif
Fertilina Hardiyani,2 tahun lalu,Hanya melayani reservasi minimal 8 orang. Kurang dr itu bisa dtg langsung,layan reservasi minimal orang dr dtg langsung,0,Netral
andy anto,2 tahun lalu,Recomended....,recomended,0,Netral
Sunarji Handono,2 tahun lalu,"Ojol menunggu di luar
Tidak nyaman dipakai",ojol tunggu nyaman pakai,3,Positif
Abdul Aziz,2 tahun lalu,"Daging ikan yang digunakan masih fresh. Takoyakinya agak kering & kecil tapi rasanya enak. Porsi salad besar, sushi rollnya juga cukup bikin kenyang. Pelayanan sangat ramah. Makanan datang kurang lebih 15 menit setelah pesan walaupun kondisi ramai dan ada waiting list.",daging ikan fresh takoyakinya kering enak porsi salad sushi rollnya bikin kenyang layan ramah makan menit pesan kondisi ramai waiting list,2,Positif
Alfia Ramadhani,2 tahun lalu,Yang terbaik di kota!,baik kota,1,Positif
Yosua Lantika,2 tahun lalu,Enak bgt disini mkanan nyaa.....,enak bgt mkanan nyaa,1,Positif
Hening Hidayat,2 tahun lalu,Tempatnya bagus dan bersih tetapi harus menunggu cukup lama untuk mendapatkan makanan,tempat bagus bersih tunggu makan,-6,Negatif
Hening Hidayat,2 tahun lalu,"Makanannya enak, butuh waktu lama untuk menunggu",makan enak butuh tunggu,-5,Negatif
Lutfia Prihanani,2 tahun lalu,"Udah review nya cuma ENAK!!! menu sushinya enak semua, salmon tuna , fresh, rasanya pas semua ga ada yang fail untuk suahinya. Minuman juga oke, beberapa bisa refill ocha. Pelayanan bagus, tapi karena ino sushi ya harus sabar karena di …",udah review nya enak menu sushinya enak salmon tuna fresh pas ga fail suah minum oke refill ocha layan bagus ino sushi ya sabar,4,Positif
Reza Nur,2 tahun lalu,"Sama-sama order
Driver online food dilarang tunggu didalam  , harus tunggu diluar , panas , lama dan gak ada kompensasi .",order driver online food larang tunggu dalam tunggu luar panas gak kompensasi,-1,Negatif
Cong Acing,2 tahun lalu,Kenyamanan,nyaman,4,Positif
Ruslansyah Gandhi (Gie),2 tahun lalu,Rasanya oke,oke,2,Positif
Maria Silangen,2 tahun lalu,"Tempat yang bagus untuk makan malam di Yogyakarta. Bagi wisatawan, pilihan kuliner lain selain makanan lokal.",bagus makan malam yogyakarta wisatawan pilih kuliner makan lokal,-5,Negatif
Sylvia Kusumawati,2 tahun lalu,Tempat makan sushi paporit keluarga,makan sushi paporit keluarga,1,Positif
Silviana Probandari,2 tahun lalu,"Ya! Masih Sushi Terbaik di kota... Jangan tanya harganya, Anda akan mendapatkan makanan berkualitas tinggi!",ya sushi baik kota harga makan kualitas,12,Positif
Tjayadi BudiSetiawan,2 tahun lalu,sushi .....,sushi,0,Netral
Ary Wenda,2 tahun lalu,"Tempatnya nyaman, pelayan ramah",tempat nyaman layan ramah,3,Positif
Diana Stephany Adji,2 tahun lalu,Selalu the best dan bikin nagih kalau makan di sini,the best bikin nagih makan,0,Netral
Sugeng Listiyono,2 tahun lalu,Mantab,mantab,0,Netral
Anamichan,2 tahun lalu,Gak tau apa namanya tapi ini enakkk🤣 …,gak tau nama enakkk,-4,Negatif
InFearNow,2 tahun lalu,"Sushi Terbaik di Kota, tentu saja!!!",sushi baik kota,1,Positif
rachmat eko purwanto,2 tahun lalu,Viewnya ajib amazing,viewnya ajib amazing,0,Netral
NH,2 tahun lalu,"Langganan kesini tiap ultah, krn pasti dapet sushi gratis. Boleh lah dicoba 👍 …",langgan kesini ultah krn dapet sushi gratis coba,9,Positif
Fitria Anggraeni,2 tahun lalu,Punya hari ulang tahun yang menyenangkan di sini!,ulang senang,1,Positif
Hermin Isbone,2 tahun lalu,Uk prokes tetap menjaga dan disaat kondisi bahan baku naik Sushi Tei masih tetap memberikan pelayanan prima Bravo 👏👏👏👏 …,uk prokes jaga saat kondisi bahan baku sushi tei layan prima bravo,-2,Negatif
abdul malik,2 tahun lalu,Lumayan,lumayan,-1,Negatif
Indra Murtyanto,2 tahun lalu,Sushi ter-mantap. Baru coba baked rice salmon mentai dan juga enak.,sushi ter mantap coba baked rice salmon mentai enak,7,Positif
Anisa Rima,2 tahun lalu,Service selalu ramah & responsif. Salmon cheese roll & salmon sashiminya paling enak. Dessertnya yang matcha ice cream recommended! Minuman ochanya jg enak.,service ramah responsif salmon cheese roll salmon sashiminya enak dessertnya matcha ice cream recommended minum ochanya jg enak,1,Positif
Theodora Elgavasi Putrijati,2 tahun lalu,"Makanan enak dan rasanya enak. Tetapi Anda harus memesan karena pada waktu sibuk akan ada antrean dan daftar tunggu. Saya suka tempat ini, salah satu restoran Jepang paling enak di Yogyakarta.",makan enak enak mes sibuk antre daftar tunggu suka salah restoran jepang enak yogyakarta,-5,Negatif
Muhammad Arif Syakban,2 tahun lalu,"Seperti biasa, enak dan pelayanan baik. Kurang bell pada meja pelanggan (seperti sushi tei yg lain)",enak layan bell meja langgan sushi tei yg,3,Positif
Kafin Rijal,2 tahun lalu,Untuk masakan nya enak dan pelayanan nya bagus banget 👍 …,masakan nya enak layan nya bagus banget,1,Positif
riris sept,2 tahun lalu,"Sangat suka makanannya, tempatnya, suasananya, dan porsinya haha. Saya dan keluarga selalu mengunjungi tempat ini ketika kami datang ke Yogyakarta. Petugas valet juga sangat baik dan bermanfaat. Disarankan untuk menghabiskan waktu menikmati …",suka makan tempat suasana porsi haha keluarga unjung yogyakarta tugas valet manfaat saran habis nikmat,14,Positif
Elmass Keia,2 tahun lalu,Suka,suka,2,Positif
Josep Gunawan - 2010,2 tahun lalu,Enak,enak,1,Positif
Anies Puspa,2 tahun lalu,Restoran di indonesia dgn makanan sushi terenak,restoran indonesia dgn makan sushi enak,-3,Negatif
jodypriyo sambodo,2 tahun lalu,"Tempatnya keren resik ,reseptionis ,cashier ,Satpam ramah,hanya pesanan lama nunggunya ,klo bisa cook n asst cook edh Siapkan */ prepare utk sushi yg biasa",tempat keren resik reseptionis cashier satpam ramah pesan nunggunya klo cook n asst cook edh siap prepare utk sushi yg,-1,Negatif
Andre Bob,2 tahun lalu,Ingin badan Sehat sooooo penuh protein n gizi disinilah tempat nya,badan sehat sooooo penuh protein n gizi nya,0,Netral
Pramagista R. Santoso,2 tahun lalu,"Tempatnya mantul, pelayanan semua lini kelas bintang 5 mulai dari petugas parkir, front office, pramusaji, kasir, semua topppp... Menu kooooomplitttt banget",tempat mantul layan lini kelas bintang tugas parkir front office pramusaji kasir topppp menu kooooomplitttt banget,-3,Negatif
Nurul Aisyah,2 tahun lalu,"Makanan enak & fresh, harga standar, pelayanan sangat baik, outlet berada dipinggir jalan sehingga tidak sulit untuk dicari",makan enak fresh harga standar layan outlet pinggir jalan sulit cari,-7,Negatif
하루두번,2 tahun lalu,"Ada juga sushi ala Indonesia, namun ada juga sushi yang mirip ala Korea. Salad salmonnya enak. Kalau makan sedikit, harganya sekitar 500.000 rupiah untuk dua orang.",sushi ala indonesia sushi ala korea salad salmon enak makan harga rupiah orang,4,Positif
Cerita MamaTan,2 tahun lalu,"Resto sushi yang komplit dan nyaman. Ada banyak menu yang bisa anda pilih melalui buku menu, juga ada makanan yang bisa anda ambil dari conveyor belt. Tempat duduk juga ada pilihannya mau di meja makan biasa atau di sushi bar. Selain itu …",resto sushi komplit nyaman menu pilih buku menu makan ambil conveyor belt duduk pilih meja makan sushi bar,-5,Negatif
Daniel Christian,2 tahun lalu,Oke,oke,2,Positif
Lulu Muthoharoh,2 tahun lalu,🔥🔥🔥💜 …,,0,Netral
Stiven Tafui,2 tahun lalu,Enak dan berkelas,enak kelas,-2,Negatif
Raymond Dharma,2 tahun lalu,"Salah satu restoran sushi terbaik di yogyakarta. Tidak hanya menyajikan sushi, mereka juga menyajikan banyak hidangan Jepang. Restoran memiliki suasana yang sangat nyaman dengan banyak tempat duduk dan area parkir. …",salah restoran sushi baik yogyakarta saji sushi saji hidang jepang restoran milik suasana nyaman duduk area parkir,10,Positif
Arum Nafingatunnisa',2 tahun lalu,Yoi,yoi,0,Netral
Momo eza,2 tahun lalu,"Salah satu trmpat makan sushi yg punya nama besar. Harganya terbilang paling mahal dibanding RM sushi lainya,tapi kadang promo juga.walau antrinya kudu sabar kalau pas promo.",salah trmpat makan sushi yg nama harga bilang mahal banding rm sushi lai kadang promo antri kudu sabar pas promo,17,Positif
miftah ita,2 tahun lalu,"Tempat oke, makanan ok, favv 👍 …",oke makan ok favv,6,Positif
Dewi Wahyu Feba Emilia,2 tahun lalu,Aku suka itu,suka,2,Positif
Youngky Alfi Andi,2 tahun lalu,nyaman pelayanan baik sekali,nyaman layan,4,Positif
K. Rama,2 tahun lalu,"Pokoknya, makan sushi enak di sushi tei",pokok makan sushi enak sushi tei,1,Positif
Alifia NH,2 tahun lalu,favorit sushi💘 …,favorit sushi,0,Netral
Dani,2 tahun lalu,Karyawan nya ramah2.. Makanan enak sangat recommended,karyawan nya ramah makan enak recommended,6,Positif
Ric HD,2 tahun lalu,Layanan dan makanan luar biasa,layan makan,0,Netral
Muslika Linda,2 tahun lalu,"Sushi Tei pelayanannya emang paling the best, menu2nya fresh semua, yang lagi ultah tunjukin identitas langsung dapat free birthday sushi🥳 …",sushi tei layan emang the best menu fresh ultah tunjukin identitas langsung free birthday sushi,8,Positif
koetjaj,2 tahun lalu,Restoran sushi terbaik di kota,restoran sushi baik kota,-3,Negatif
tri puji astuti,2 tahun lalu,"Untuk rasa seperti sushi tei pada umumnya.
Lokasi dekat dari kostan, parkir luas, kapasitasnya tempat makannya lumayan besar. …",sushi tei lokasi kostan parkir luas kapasitas makan lumayan,6,Positif
Nanda Galih Wiranata [WatonIso],2 tahun lalu,Wenak poll buat lidah penikmat makanan jepang dan banyak pilihan menunya.,wenak poll lidah nikmat makan jepang pilih menu,1,Positif
Evita Maulidya Winalda,2 tahun lalu,Itu selalu merupakan waktu yang menyenangkan untuk makan di sini. Pelayanan bagus. Lezat.,senang makan layan bagus lezat,4,Positif
fairy dust,2 tahun lalu,"Tempat yg cocok buat nongkrong sama keluarga, ataupun teman2. Sushinya lengkap, tapi sayang kamar mandinya seram -_-",yg cocok nongkrong keluarga teman sushinya lengkap sayang kamar mandi seram ,-3,Negatif
N Baggaswara,2 tahun lalu,Tetap Enak....,enak,1,Positif
Dewi Rahaditama,2 tahun lalu,"Best place and delicious sushi, cheese takoyaki i ever eaten..
Salah satu resto favoritku 😍 …",best place and delicious sushi cheese takoyaki i ever eaten salah resto favorit,-4,Negatif
HAF,2 tahun lalu,"Tempatnya nyaman, dengan varian menu yg beragam... suka dengan semua menu unagi dan jg aburi salmonnya...
Kalau mau puas, min budget 300k ya utk 2 orang... …",tempat nyaman varian menu yg agam suka menu unagi jg abur salmon puas min budget k ya utk orang,9,Positif
Hadi Prabowo,2 tahun lalu,Sushi tei satu2nya di kota Jogja,sushi tei satu kota jogja,1,Positif
